MASKED_STUDENT_ID,CUM_GPA
CEPL1QMU,2.9
TTCUFJE2,2.8
RCMDMG87,3.58
C7D2KPS4,3.33
FANPBG58,3.8
QQ1PCQLR,3.43
CIWGZIJ8,2.67
HFKYK5U2,3.3
U3ZHRHYN,2.4
CG6QDP7M,4.0
RC7SN9KF,3.0
Z7CGJZAR,3.0
Q76OHUOX,3.07
ULRVCBKV,3.0
I3Z2WLCV,3.17
IGHVOLVJ,3.07
CKROZDTG,2.75
BT4HUARE,2.4
HGA5ATCN,2.7
JQPDIES1,2.5
RGCJT3BR,2.5
JE6VOLV1,3.5
5TA8IZYJ,3.3
YKNWS2EK,3.25
JQ3ZJMHE,3.33
H2OV6XXP,2.7
BINJDI3E,2.9
TYTAYTJS,2.7
F4UUBJ2V,3.13
UADE3MBV,3.3
3QSBMJRK,3.25
5R87FCWF,3.42
1E2ICCSY,3.5
B4AQCHAJ,3.13
4NMQXSPM,3.42
YIZ3CWUG,3.1
CEUZ2GKJ,3.17
CT5SBHAL,3.7
HIZNO6OI,3.2
NEPBI7ZK,3.5
V3VQBXQU,3.42
IHG1KBJ6,3.42
TI2CTXVY,3.33
UTS4T16J,3.25
MOGDNRXB,3.0
AQ3PQQKF,2.63
CVXBKHWH,3.2
MXCQL2BB,3.25
CCOGLFND,2.5
ODTVIY84,3.67
TDSW6WP3,3.25
DA5ILBPR,4.0
3QK483OJ,3.7
DNFZEDPA,3.2
6EXBRQWO,3.5
UAOGQOPR,3.63
5XG5QNPP,3.13
WKQK3C5N,3.0
A1DLOCNE,2.75
W2TWBBDI,3.3
IGTQ1QKF,3.33
719QY7U3,2.71
ZQDLBYG4,2.8
V1M2H89K,3.0
NZWSUYVO,2.71
T9SZOXSN,2.8
W7FHSPO5,2.8
KSF3HUXX,3.58
EVJCW3ZE,2.92
HKW4E3ZC,3.75
MIPYZ6I6,3.08
BY17ZHK5,3.4
JEG6LWV4,3.7
H6XL8UIG,3.25
LHWWXMVK,3.6
XY7MHG2Z,3.4
RGLMP1ZI,3.5
MEKFAI4J,3.0
YEMUKULZ,3.2
WFINIRGY,3.1
ZVD15PQC,2.8
EFZZPX34,2.3
VKB19J9Y,3.17
2HU397G9,3.2
APYHSEBU,2.64
RDRAP7EA,2.83
CVICUDZM,2.58
GA4HCSET,3.08
ENPMB4J8,3.08
DQ4OEADV,3.2
5SQP3EWI,2.7
HNA1IHRW,3.3
JTUMHEPV,3.4
OIAQKJYZ,3.3
TYXXKR5Z,2.5
9MWYKNEG,2.58
O34WFLBC,2.9
1F33URMQ,3.21
IU5RAGFK,3.1
UJ56R1LO,3.4
JHOLCHFQ,3.5
5U8FM6BF,3.8
6FDGNVBX,3.3
NUP7IAB5,3.4
INTKCZBT,3.07
Y1X9FIYG,2.88
TQQFRLBK,3.5
2NNYIFWL,3.8
6YEH6PYS,3.0
WW6JHWOW,2.92
JZWOYVUH,3.5
HDMWQ5TK,2.2
BIQSYBSV,2.1
NMRRUR8Q,2.92
PG8BMMDE,3.1
21IMXQKT,3.3
ESSFG1FP,2.6
N1OK2WHA,3.17
LJFLCNQL,3.0
TSEJGAKF,2.93
B7KRLWYX,2.86
UFDRUP25,2.6
HESRECRU,3.1
EYYY1KJG,2.92
MINWN5JF,3.4
KERY7QXW,3.42
UICY4ROE,3.4
XBZWYTEU,2.83
FPJSMSRS,3.3
MHESKYC5,3.0
ZVJPRYAK,3.17
YORNBB6M,3.38
YAKDMJZM,3.4
V2Q454WL,3.75
WDLOVJ9V,3.75
A3COOKGN,3.7
ZTPF4JPQ,2.9
7XIUGX8X,3.36
RY8DD5R6,3.3
KVUVRPRM,3.58
I7QXROFK,3.6
E5IHFIWZ,3.1
WAAAJXL1,2.9
ZYESQ1QC,3.0
RGJPFAQI,3.0
CMMSJUJS,3.13
3EFND71G,3.36
TJBTK2AB,2.57
KRG9Q7AR,3.33
2QCNPK27,2.5
EDJGFMZ9,3.5
FDE5LPAS,3.08
2KKPATTI,3.7
IHIJVRAX,3.75
7JU7H9EF,3.25
IFGFUEEY,3.7
1VBRBIGM,3.83
LKWNUYGT,3.63
SDQF97TL,2.13
GOHE9GM4,3.08
HC9QC1F2,2.13
TS6NTDFL,3.1
8LTKJEJY,3.25
JRO5PN7J,3.21
OXDAHHNE,3.33
J9HBRNHP,3.67
UXVNE9EL,3.58
GVWKH9SM,2.9
HJNHDIT7,2.4
EA1P8UGQ,3.0
VZQJSEOX,3.0
1P67ARSN,3.42
BGX4KMVY,2.4
BSBFEAPB,3.0
DOFWU3KY,2.92
TVZDN5OO,3.7
VDKG2OGK,3.2
8DULQMAQ,2.42
ZWGAL15W,3.1
YEVQHCJO,3.42
URAIVZXT,3.3
XZLDFBOL,3.1
98Q7ZEKH,2.83
X6YKQZNP,3.38
AYA8ZR3I,3.1
G7PWHIGJ,3.2
MSGKILPH,3.25
EXCFKYYG,3.33
FANCHECH,3.4
J56NXFBV,2.9
OG5YSDLS,3.42
6JMOZUV4,3.0
NATZJGHZ,3.7
X4XG87VL,3.1
DG3QMSWL,3.58
JZZEAHZY,3.6
X295GT9E,3.3
6HDPFVGS,3.43
CTPGVLS1,2.92
RELADIJH,3.8
AVR4ZR3Q,3.0
FMUTKWQK,3.2
OTTQEWXZ,3.33
HDFRGEMC,3.42
K83I9EHE,3.8
62YJ21RG,3.08
SLP2IQKZ,3.13
RBAUR2XP,3.83
SVDMETFG,3.4
FCMPNGWB,3.2
QHQOYVXO,3.8
KUB1XFSV,3.3
86AVOBOX,2.9
LWIXA5ZN,3.0
BUGI95V2,3.67
SJUAGZXS,3.17
CBJKKVUN,3.3
NMWR9Q2A,3.33
CCNWY2YQ,3.2
EOLAKYSX,4.0
WGZLQFVS,2.8
RHSGQEUS,2.92
E6M2TNIK,2.92
ZQMHXVQV,3.07
99FJUJOJ,2.9
SWQKQJMT,3.08
WQ4IW4JC,3.17
VJJ1SHET,3.3
9CFHI2DR,2.7
MRAKY1WQ,2.67
82HTEGVY,2.6
FYD1ZEGZ,2.93
2WMKNGOP,2.8
QESJ8SPQ,3.0
KD7IT5B2,3.3
Q4F4NBU4,3.0
FXOTWE5U,2.83
GHSO4QKA,3.75
XMYGO7ZZ,3.0
GEV7NEU2,3.4
MWQJNQKA,3.5
939CQVUN,3.2
ONKGJGBK,2.7
HAFUJEXA,3.0
WGDTWNKU,3.5
AZGZO2VK,3.2
OZGXVJR2,3.38
OTTRYDRJ,3.5
TBGXJCGE,3.17
QNGPX7U2,3.3
NIWSFICK,2.9
6HDNBLEK,2.6
UDTTSS2N,3.63
NO1OH2IL,3.0
V2W5HXEK,3.6
EGVNESTE,2.67
S1L1PCJY,3.2
NGLEXB7H,2.1
W8IM5DAO,3.42
XJPZN4UD,2.9
KKGXOF4T,2.8
LDJYRKAA,3.8
AGYA9QKH,2.9
SYOG7ERT,2.64
HPMUSZTD,3.0
ZUWSQPBI,3.3
HR4NKECG,3.5
2UO8MK6N,3.25
4XTTBZTI,2.79
Y9PJYH2I,3.43
1DXZ5IUP,3.17
NLD4IC7P,3.07
NJKNUYMJ,3.5
6TKSFAB7,3.17
VIMUXREY,2.8
VLDOFSK6,3.0
AQQC9UWR,2.44
RYPBCLT9,2.75
OOTWFZ7H,2.8
IKFI4EGL,3.4
YIHOMVTD,3.25
OBAXOAST,2.7
86PYMXWK,3.6
PKYTVUIX,2.2
FDLECGOG,2.6
VXEBB7XL,2.94
G5OQN4XI,3.45
SIKDUJHU,2.42
X7XFKHXI,2.08
BIQNTBXR,3.07
DCUGWLSS,3.7
F3R7WTAO,3.3
HMT9CMBE,2.91
QEF45RDX,3.2
CJWMAKEJ,3.42
4VEX5NZ7,3.25
Z1XYYN9N,2.79
B6P8CEOL,4.0
ZGQZ8MFO,3.5
RHUWFRKQ,3.0
4EQBGIUG,3.21
K64XUTBM,3.25
DGP9PALF,3.43
LFXTUTYC,3.7
RMZYLY6X,2.57
BTVMUAI8,3.29
B1SM2JXL,4.0
8VGXT96I,3.08
RPPBE1GP,2.9
RSMGX3VY,2.45
VDZKFTAM,3.21
TUI4ZEEV,2.57
GC5SLRBQ,2.67
CZEDMMKX,3.31
IDROMWZY,3.54
HNO8REAC,3.27
ZDMZC7GR,2.9
H4VU4TTA,3.5
7KLNMJKY,2.81
1JTRCSGE,3.41
BGHRUBRU,3.95
ZNKCVFF4,2.6
8PKLHSOI,3.45
MZ2SYFAG,3.28
NLSYHMAI,3.12
YBKWWFBL,3.28
GUVJYYVJ,2.53
ZZZFCGEI,3.45
8ZSGVFGQ,3.41
MDS1BXZV,3.68
H3UDL3Z4,3.11
M785GFVV,3.51
BMRGLNZK,3.27
USJBFDIF,3.86
SOULENH4,3.15
KFFZ1SVI,2.88
GTD9AUPO,3.45
K4OI7VMA,3.59
LR2LMVSU,2.98
AKVHRPFZ,3.55
6X1XNU5P,3.39
GSLRJK6V,3.31
4DJNHPIW,3.65
6MRE1XS7,3.44
IN6YCEFJ,2.97
OPNSUQNA,3.47
IR8TNKOS,2.99
7HWAPQSV,3.24
W5QBPKWV,3.08
LIXHDBWF,3.13
RNNRHTH6,2.91
FWXI5VHS,3.12
LHYTLBQL,3.08
DXKNB8PT,3.39
GPXY2J2N,3.54
KOXCLUYS,3.74
LABQSSXM,3.33
ZD7XWLBD,3.01
3U1KNT11,3.39
KKZVCJCV,3.53
XNWDXDGP,2.79
FWDDSQHE,3.77
JVWBCO5R,3.15
S4TNZZAZ,3.28
MBUTCZ5B,3.08
GKIK5QZU,2.79
8FKFTMFN,3.49
RCWHKLAZ,3.25
W12QABZE,3.33
ZUQVHNVZ,3.51
DMVZ4AXQ,3.02
5GJ2R4NH,3.71
YQDUROTG,2.9
MEAZE4ZI,3.26
MJB7NNTU,3.67
F8MCZRFO,2.56
RN4ETJKP,3.41
ZGFZITTF,3.5
3GYDVVH2,3.3
VVPC1U5J,3.67
SJLF2HNQ,3.01
QKABZO9N,3.51
BJD7HOWF,3.28
6HAZ3G74,2.7
9JJAPPXI,3.59
MPNFQMAM,3.73
J7LCKDMQ,3.41
VC16V47T,3.61
JR4L9LOY,3.44
DGWZHUL4,2.58
JY4X8UGN,3.57
SV16FUJX,3.41
WWDQ1GGM,3.04
BQ4RBRR4,3.53
V71PV4HM,3.38
YXR1LFRR,3.25
AXMBEVD4,3.42
74EJZEVA,3.31
ZHFY3J49,3.43
GGETXVAU,3.09
LH6OFODP,3.64
3LF6GKV9,2.39
MIKLUY18,3.89
MDG59VGI,2.91
JU1B447O,2.85
RN5SOJMQ,3.12
ZOS81ERU,2.79
FBQO879M,3.54
MBGSVICL,3.27
W3TW16RK,3.04
M9ETLCID,3.28
LFIRSTTU,3.51
N7PC6RS9,3.79
HAVK1JPE,3.57
3WIYLGSS,3.25
JPPZHB4V,3.28
XQJF5OEB,3.46
FAEKT8HS,3.48
DJ5IOF4A,3.63
URUOPTPI,3.58
J8IAGEDY,3.25
WOQMWCHS,2.66
LVCKDISA,3.46
YH6ME3TI,4.0
V5MVGNWO,3.6
EIFGVGDG,2.35
4RK8UBMU,2.57
XEGBVS3M,2.89
9PFCNSEO,2.88
YOWCDB7R,3.0
U4AXWFH6,2.89
TVK8GRYJ,2.13
TYVX6HSC,3.09
Z26MK5RD,3.08
KTFUKIS8,2.95
ZYKTDJU3,2.45
JGAFRQ3B,3.44
MTDMGLGH,2.47
9DUIKFJJ,3.11
1ZBBQAO1,3.73
TXXKM9YW,3.21
XJHYB3UZ,3.68
RDUOZLDP,3.13
M9FFPCY4,3.14
ISN3Y9WB,3.38
BG1VJOYT,3.56
1HDF6EJ5,3.64
FHKCKPLQ,3.05
Z6ULNGFQ,3.82
9EJS5PJE,2.15
CV7WFBSU,3.23
YHF251OZ,2.79
GMO9JEDF,2.6
V1NWH4FY,3.21
DAWNAITY,3.21
AE7FFEZP,3.46
BCIHQMJ4,2.7
JWRFGJED,2.97
NOGWORGZ,2.56
DIUO5LFZ,2.69
MJ3SZ88X,3.23
8JSRRE7H,3.32
EHISNZEV,4.0
8V28NMLU,2.86
3DFY3R2C,3.29
E4U73ROI,2.91
6FVVU88K,3.68
Q6FHDOEN,2.44
4KVMXITL,3.05
6CG2B9IH,3.53
OLILATCC,3.27
HXWLORXE,3.32
RPBKRGRT,3.32
FRU4R4ZG,3.21
2SX7PTQP,2.48
L85MJBSW,2.08
QJLQQLZB,3.43
3DBGR57S,2.4
PURC6B96,3.04
4JGFPOMV,2.75
H5NI6I4P,3.15
PGCF7MDG,3.18
QWQLLAXI,2.14
VK668WUH,2.51
LPZWXYXD,3.22
ATT8ZQZZ,2.6
CGLRVAKD,3.82
6ACUFETF,3.18
UCTJFM8E,3.5
YXOMBGTB,2.86
LPE4K5BN,2.87
J2N6SHQY,3.21
WPY1JM22,4.0
YOPHS2LZ,3.08
ZMUEJGBG,2.98
RQ1ZDLOY,3.13
YD5A3LIK,2.81
PF5JUFTX,3.21
YZVTJHRJ,3.16
UEGKTXHK,3.42
TAPES3UN,2.84
7IWRSDPK,2.35
9BGFRMJL,3.26
3I7IZYAZ,2.33
CAWOGIMC,3.82
KHTAJJV6,2.78
F9EFKLHB,2.81
18AVEQZA,3.26
YQMCLEES,2.52
KGDBDJCA,2.81
FDROTKHK,3.22
KGG6GMI4,2.64
BIS5E246,3.49
TMRXI1D4,3.54
DSDXZ7NP,3.17
TMECIHJE,3.14
68K1E1FA,2.82
L79PHPSC,2.07
O1SZQES9,2.88
GGJUQVJW,2.4
CFC4OSRE,2.37
6L9RDAPY,2.83
GU6GGJV9,2.85
SE9OEM9X,2.42
ZOJ35YIL,3.22
FCZXUY3Z,3.74
7EPEJY9U,3.82
CHX2LFQP,3.7
RMV481RU,4.0
WDNGA3UP,2.49
W62RNRFU,2.12
YONCMBH5,3.09
UJXMOM7B,3.03
HZCIBZ6Z,3.24
MDKACHYE,3.43
CC1YRYEH,3.69
HVM2PNMG,3.4
YPNOWIPR,3.16
YKGWKKFV,3.41
Q6KFWO2Z,2.82
X9L9HCJF,2.75
DLJUIRIS,2.88
SDTZJS6H,3.09
NBKKJCVY,3.09
RBFMW7NY,3.03
WFGNKOQV,3.04
3WLPTZOE,3.1
MDRY9JGK,2.77
MAHFYZOS,2.84
RFGBINXK,2.88
KLLWIBLW,3.5
B8Y9UGS6,3.6
OIIAEDJV,3.61
RNBNMC8U,3.5
LGJRCWUB,3.2
5NVBSQ3O,2.45
KFCRM8FX,3.24
YU2S3IEU,2.44
A1PRKMNK,3.18
LMYBZLDE,3.04
YZUEUIKB,3.49
E5X1JNTN,2.85
TYJWLWY4,3.65
WQSNPZEX,3.33
AJDR2JIG,2.87
ITWCUWLV,3.5
W4LYIQW7,2.88
GYAJCQ2Z,3.05
3CFDT8C9,2.44
P9FKQ4HB,2.88
XYKMDBJ3,2.27
KSYUZ3XB,3.25
QXULOVKP,3.58
TJRXXJ5A,3.93
UEDDVMOZ,3.36
SDIEHIKG,3.3
Q7HQKFFC,3.29
5FTM7C2O,2.82
FH2DCDPV,2.47
QGFSVERS,2.96
6XYBZM1S,3.01
I5MDKAFY,2.89
J5JHTQ2P,3.17
KMYCHLH9,3.53
NTKXQAKW,2.95
5SDQS9EZ,3.15
SDADLID3,3.26
POS747YB,3.33
AGCW2DU3,2.69
RGQORWTF,3.24
LVQEM9ZP,3.2
AMLMEPSY,3.52
BPLIJEC8,3.35
EIHLBWPN,2.9
TXBFTNZD,2.84
CZCBWOKD,3.01
ROUBNIFA,2.77
WTI4XHUL,3.33
C4YPXYO6,2.73
VMPLQI3J,3.18
EVX5VTAW,3.1
IC5NLJAT,3.36
EGBBJ84T,2.96
OEEYV2D9,2.36
6SIRSVRV,3.5
EH3PJLXP,2.61
YMEYHCOS,2.39
FTW5HLVF,2.2
HTXWYL6G,2.43
MOIQKQA2,3.09
RFLUIIFO,2.62
AMECVOBW,2.99
MYKEZO37,3.51
BAVKJXMI,2.63
BZ4GXBLH,3.33
VLMKI6TN,3.12
F4PBJQIH,2.99
9BS6IPRI,2.71
BSSYWR86,3.03
XICZ82VV,3.12
WRJDWOVG,2.47
T3GRCOKU,3.04
XIABESZO,3.37
HJ58ACMG,3.0
7FHPGESX,3.31
L8CJCIHR,2.9
4ZZG71DS,2.73
D4KRPLI2,3.11
XLGJM6NL,2.29
LXUQFSM3,2.77
FTZFFCJV,3.41
WL5I7YWC,3.1
UVOAH4VV,2.86
XS7SHWUS,4.0
JDTCIPCM,2.88
TYTNSUR6,3.58
OJRILDCV,2.25
T6I6UCFV,3.35
BRMADHRL,3.32
GVFGCI5Q,3.2
1FLJAJZN,3.2
OZPQAUEV,3.5
ZD9TGIK8,3.57
CATG835B,3.19
B6DKHFUD,3.14
JQ5XKEIC,3.14
SIYLHKCM,2.9
BEYBVFHB,2.79
D87W3WQ3,2.54
EWTDXRU8,2.49
V5AGP9RJ,3.2
LVQ7FGEK,2.75
CEAG68DL,2.81
6DRGXWNN,2.86
YZFORFZI,3.15
KMZB38BB,3.16
TGABWKNI,2.89
IA1Y11KL,3.0
28QDMHR3,3.14
ZYYFVWFK,3.12
DWW98BMM,2.5
RYRCMMBZ,3.08
JWNK4LRO,3.14
9NCL6COR,3.84
SUXQ8GDL,3.66
PMYM61ZO,2.31
VFHFORLA,2.15
2UQYZNHK,3.68
78Z6CFUO,3.12
8KKN7URO,2.97
LGOHRDBN,3.42
5R6Q5CD5,3.08
7ASO5YR9,3.21
KJ6VQ59O,2.88
PWMMWQ2E,3.5
OBHBHZ6S,2.29
8IMUYSN9,3.08
DOD4JGQG,2.25
NQPRWW5K,3.42
HA12FZEP,3.53
WB8PED3X,3.04
PHSK9QQ6,3.04
BWRVXVQY,3.48
WK7P8QXH,3.17
ZMEZBSKW,3.58
4H4N5VRY,3.08
ZFZBG1BJ,2.94
1FLFVKKP,3.07
I97GRSBE,2.89
FI4VNZEK,3.56
VKV6UVX3,2.94
ZMLKK9M5,3.78
PEGIONOO,2.98
267EEMCT,2.83
QKXOXJO2,2.75
3TWL9XZN,2.46
XIYQZ7HS,2.83
NPS4QTVY,2.85
UIS7CONS,3.13
LQ7MYRJF,3.4
SWRDS8NN,3.47
LF2ROLAV,3.78
YYXRKOLU,2.83
YVFSYQCQ,3.51
RANSB7GW,3.22
VONDQUHY,3.36
T7UOOO7W,2.39
MOUODRDC,3.83
3LERERYQ,3.11
BSM3LDUS,3.14
DF75FB8B,2.82
RSGKRXL8,3.68
X6KHKIO6,3.21
ZLISUNXH,3.3
RIDCSHBG,3.56
4K6RL8WD,3.06
TIT4E1W2,2.98
P29OWEU2,3.27
KDMVPPBE,2.7
DUBJMM45,3.93
AF9GJ4ZY,3.65
M35XYDOT,3.83
FIIUFL1E,3.0
EWWVLPK2,2.75
UOHPVUMA,3.47
AJSZA4GJ,2.74
YVDVHCJ1,3.32
QQWN7DHG,3.56
61FGSF35,2.7
DJJSH746,3.23
HXFF2SSH,2.82
S9HJK4QX,3.0
R9PUP4SI,2.64
JAVPL8TO,3.0
AIJBQBBI,3.19
A3YSETAQ,3.41
MCNIZUUY,3.24
CFN9FOBN,3.35
XOCEDV53,3.45
RA6QMDNY,3.28
DCHKLYDF,2.97
V7O2TITB,3.34
MHVEJ9TQ,3.21
FLJYKH2B,3.22
HQSBAKXO,3.15
GOEZMMRP,3.12
JPE5FXGJ,3.08
FVEIQAS2,3.47
TZWRZCEG,3.52
MV5QCPI6,2.96
NOXJARLZ,2.11
YCQBLGPZ,2.2
HTGXUKTW,3.08
WEDKDUOR,3.43
OQCJBSHC,3.14
OBJBEEG2,3.08
RYBJ9FH8,2.65
PNLG2DEP,2.94
ZCWQAGIG,2.91
GJ6ABEDX,3.24
33K28CRS,3.15
MJWDWGU4,3.18
JCBSKS6Z,2.42
ECENXRPW,2.37
D6ULTXC5,2.52
PFMUIZTT,2.16
1QSQLSQS,3.43
IRKUTVSE,2.52
WFXWJBEM,3.14
M5YAOYZR,3.5
T2UPLNKF,3.49
VVYSDYLJ,3.5
UMADWDMC,2.82
EQ7AFPVK,3.13
QRBKTI3M,2.92
T2KY7JNZ,2.31
ZODWOFFK,3.28
MAI4M4WI,3.41
WSMU63FS,3.54
UFZ4CCLV,3.15
KA9HAZRP,2.72
BEFZVFCK,2.87
A5IX63HI,2.92
KGESCMFP,3.3
DMIEDXSX,3.17
9KD8HHMF,3.21
NSADUDJE,3.42
5PKGILAO,2.68
QYGQAACV,2.92
SRPBYXQ6,2.86
QNXBZPUQ,3.44
NZRMO7OI,3.14
7AFKJPDY,3.38
PUTFU6ZD,3.15
WZYOB2PR,3.57
7CFBTHVZ,3.45
X7HU4Y25,2.93
24D85R1R,3.34
IFVKTFCY,3.29
HNEKCUMX,3.08
Q5NO9GYV,3.7
PLJCFUKB,3.6
H4LDKCEV,3.28
XBZFBFX4,3.8
EGUN7CQY,3.31
ZJ8MFXSS,2.57
HXTW5XZT,2.47
RZ6FND3S,3.21
S1ECSETO,3.61
OSDQDWVC,3.63
IISW6DZW,3.05
CO7JYYNH,2.95
MAXMG8AA,3.19
KHU7KHC5,2.83
H5GY1S1V,2.85
YDXEHAQW,3.14
VQTB3ZTJ,2.9
SPPZ721Q,3.05
RYS9P7KS,3.71
ETVV7QKY,2.38
HNGLEITS,3.01
VGGYG4SE,3.43
NCLRGIAQ,3.13
WYYTUBJN,3.32
BIEIXE2F,2.94
SZF1PVBQ,2.73
T3H8NCMN,3.52
GOZRGOFD,3.33
KTMCBN8B,3.38
VWFLK4UL,3.18
W2UMWXRM,3.1
QETOFBS4,3.06
JRZGLGQR,3.33
QZCVQKX4,2.93
VWYHXXC8,2.91
AOPETYSM,3.13
W5CBXCDV,3.14
4J5CJOYQ,3.1
JOZYP1HQ,3.32
D28V7UPH,3.46
NRIEHTF8,3.33
JSLMHJQE,2.75
EKQZA4SG,3.5
FKBGQR7V,3.27
EHYDS1UD,3.21
DAISCJK7,3.03
MGB3BSAF,3.07
ZYCLQUFL,2.82
1AFDEPGI,3.2
BM67RVUQ,3.13
BAW5THLR,3.22
MYMXVOFV,3.15
DXF47MIA,3.14
LPDSODY6,2.88
SJ8OILFW,3.07
HGIVSYPN,3.08
9JIBXQRC,3.5
KOWDPCIC,3.14
FL72XTU1,3.46
G4E1NZVO,3.73
Z7K9LB85,3.41
5DRS55BU,3.32
RRKEASCE,3.46
M7EWTP6C,3.5
SXVQ7MNX,3.42
NVB7PX5P,3.47
JXQTVXTI,3.01
RFRHJX5W,2.92
MO6REGBF,3.27
ZKA7NSGZ,3.25
NJL6EYTT,3.32
Z7JHOJDJ,2.72
W6DV27YR,3.89
GTFJTLJ9,2.84
AVBQ6LBN,3.1
3HPIYW3B,2.88
VFNSJLCL,3.18
IF9XX7VE,3.34
CRXB5BD8,3.91
WZRGOCOG,3.77
RFL62YOV,2.96
FTGFNFEG,3.23
61ID6T9T,3.37
MJZQHXWM,3.65
RKXWK4SU,2.62
HQC8HEKZ,3.12
HC9JUB5J,3.22
UWHEJ6WL,3.19
A1E5G2AS,3.26
BACRKC5O,3.54
GRFUN8DQ,3.63
WTTOZR8O,2.52
5USDYGLI,3.36
LSRGGMSR,3.26
EKGEEDEL,3.38
PAII6CUC,3.25
7BYRNFDT,3.45
LEXG5EUJ,2.39
EGJTIAR6,2.76
BM4KRO5L,2.48
VHY1XSNJ,2.68
4KXHHTLJ,2.58
FZPPYXIH,3.14
DJ7CDEJS,2.45
GKATL2B7,2.34
XCCKBSMI,2.66
LBKFKGMC,2.88
HPORSL9I,2.36
4KHZ9CAR,2.61
TCMRAPRD,3.53
BAQP2MDM,3.53
EKNTHANV,2.81
ZUUFG4JU,3.79
GVQUHLA4,2.6
HBREXLTW,2.59
ORRBMSHY,2.96
PBNWCPOW,3.07
DG9QWJTR,3.27
6M2BHQFD,3.21
DITBOCNE,2.13
BZQCNAYB,2.17
4CPCSHXE,2.52
8VMZGPJJ,4.0
P2UJ7YIV,2.15
DPJGIBRX,3.15
A3LQA61J,2.39
WVMJEGWV,2.76
IKDOSDRC,2.58
15SANNJQ,3.05
GJ3UFJWV,3.22
HN3UJIIX,2.87
WCU8JUHX,2.9
YUWD9VO7,2.91
VMQ4ARSI,2.59
YXU6KLCQ,3.15
2TKP9YN7,3.8
Y8VLQDOR,3.57
IUEGAUTI,3.11
DHBVHJB5,3.3
YVHD9TEQ,3.26
ZM8SU5WY,2.69
YXSWWKVH,2.46
ZBRJAOBT,2.83
ONFBGZNO,2.31
BLGDP3KU,2.92
S9YNRIBM,2.39
QAOBEJUB,2.82
Z2Q9RS3Y,3.18
5TOAJI8B,3.08
HOSBUETX,2.94
PROBXY6Z,2.43
FYBMUJLH,2.48
12APEQ3K,2.44
FZ2NK6PZ,3.67
KIVJGLUE,2.74
7FJYZPEL,3.01
RAMHWJLZ,2.26
2WKARZPB,3.19
9OTB4KP5,3.6
K47VSEJF,3.49
N3GD7U98,3.0
YQJN1CJK,3.37
ZXAKMUJO,3.09
R4IYXYQR,3.2
KZPVRNBJ,3.28
YGSXS5II,3.03
H8PNHSSB,3.36
KCXEUCM6,3.16
YOC3EESP,3.43
VCUHRLHK,2.5
H1XPKHQ2,2.83
EK9V6PUB,3.32
RFHMGKIP,3.29
DSCXHQAW,3.0
YVTRGFP2,3.52
T77DOJS1,3.16
ZRJLL31C,2.3
KKEAHY9L,3.03
TBM1X3PG,2.98
YL7HF7MY,3.26
XSMXW5KC,3.24
HEBOJQTG,3.49
XU2IDNCC,3.31
IFZRZFAG,3.21
HHN3QDLL,3.51
UYZOXHDP,3.1
GJQCMNHT,2.96
UHJJDJS2,2.72
98ERCD2I,3.23
Y7TEEBTP,2.76
7BEKKEFC,3.4
4MTVVZA4,3.36
LKO6JOIE,3.0
WJQKDJSL,2.9
6C3E6RZP,3.18
Z2Z1LFHB,3.23
HVRDJWXH,3.26
ZRWHLOEY,3.14
WOHZFIPX,3.3
MR9OKYTH,3.2
H9C3CEV9,3.31
9DXABEMK,3.18
OIQMHW2B,2.94
S1OWO1CT,3.03
K8QK5IXT,3.24
HGJH3OSO,2.98
PAJTHXIS,3.48
RH8MGPNL,3.22
5Y2EIJJT,3.04
TGMQ1HVU,3.26
CZYGTBL4,3.56
CLN9TMC7,3.58
MNI9LAQ4,2.96
WAQHVWUI,3.09
KBNP1NUZ,2.29
UAK8AMGH,3.0
DWUUGZB1,2.78
RD3GPQJK,3.0
L6RTUIA5,3.4
LVAPHOXF,3.83
KBGZFNYD,3.05
GE3AOTJG,3.0
I9WRKH9Z,3.15
MBCJIOB4,3.14
ZCFA8ZQG,2.83
5NXDDKPP,3.55
Z4ZB48IL,3.32
JMZS9QJZ,3.46
2YTM1DXT,3.26
ASSEC8IK,3.54
LZ94WY7X,3.11
VXKESDEW,2.27
1UKU4IRJ,3.47
WGNYLDL4,3.55
HLOVAV5X,3.61
VGBTIRAF,3.46
4V1RL3CL,3.62
O38VAYCA,3.38
SFNTBXZJ,3.62
AHD4GRFU,2.91
XFHHJCAM,2.82
MIQTPNDZ,2.41
DFIKJSD3,2.95
N1DWUUPA,3.4
QTT9AFE7,2.89
R64WRLZY,3.36
LMCQICNZ,3.16
QHJXPTPI,3.24
OYHCZDNW,3.22
U6REVW3D,2.72
U7JYB8CG,3.29
YWMRBNT6,3.33
I4AJCFXU,2.8
V6NUQVX4,3.19
OAEIOY7O,2.64
H8NAINZU,3.2
4YUBCXCZ,2.73
WQSLWUMT,2.74
XSKJDBXU,2.26
YXXSVIUV,2.67
EINTA7BI,3.11
BMCEAFZA,3.3
QCEUS7CK,3.12
SYJJFDOR,3.21
NRUAV31E,3.11
4UKGOIOD,2.59
R2APAOHI,2.6
M7JNGZHN,3.22
R1WTBYK8,3.6
3H5HYQA2,3.39
Z5TBRGIC,3.58
GLSUD5VD,3.36
8OBUCJUI,3.35
KFFVE2DG,3.0
VTMHBY1W,3.44
